,max_value,skewness,F_ext,condition,stim_net,net_name,5HT2a Density
0,0.6995899122118906,0.5507970370452446,0.0,DMT,0,Vis,0.17607175790132637
1,0.9458661024346521,0.8950405024190099,0.0,DMT,0,Vis,0.17607175790132637
2,0.9329194422045018,0.6863304876617163,0.0,DMT,0,Vis,0.17607175790132637
3,0.9715122102985934,0.975495464920777,0.0,DMT,0,Vis,0.17607175790132637
4,1.0390631420798324,0.7797681178258443,0.0,DMT,0,Vis,0.17607175790132637
5,0.8250258633573038,0.8362024829061315,0.0,DMT,0,Vis,0.17607175790132637
6,0.8982891142425041,0.5536742478314457,0.0,DMT,0,Vis,0.17607175790132637
7,0.9593796340475557,0.9414654799130567,0.0,DMT,0,Vis,0.17607175790132637
8,1.029913361726263,0.8631051277134436,0.0,DMT,0,Vis,0.17607175790132637
9,1.193283582104389,0.9082235355953748,0.0,DMT,0,Vis,0.17607175790132637
10,0.8476433651347846,0.539903957235894,0.0,DMT,0,Vis,0.17607175790132637
11,0.8982891142425041,0.6566557333568811,0.0,DMT,0,Vis,0.17607175790132637
12,0.8921385716951866,0.7889930121619151,0.0,DMT,0,Vis,0.17607175790132637
13,1.0390631420798324,1.1897556777189913,0.0,DMT,0,Vis,0.17607175790132637
14,0.9932725909511966,1.4772165202663856,0.0,DMT,0,Vis,0.17607175790132637
15,0.8582075050815777,0.10266735100314316,0.0,DMT,0,Vis,0.17607175790132637
16,1.1238495814738276,0.9129810622961928,0.0,DMT,0,Vis,0.17607175790132637
17,1.455520141756144,1.5985996377150176,0.0,DMT,0,Vis,0.17607175790132637
18,0.9804154606477283,0.14224921880189695,0.0,DMT,0,Vis,0.17607175790132637
19,0.9329194422045018,0.7279083526022848,0.0,DMT,0,Vis,0.17607175790132637
20,0.9014842400036803,0.9137447694659673,0.0,DMT,0,Vis,0.17607175790132637
21,0.7718677998465794,0.8486058835093545,0.0,DMT,0,Vis,0.17607175790132637
22,0.8864336798648319,0.46774954429791,0.0,DMT,0,Vis,0.17607175790132637
23,0.7371038016682541,0.38998202150316996,0.0,DMT,0,Vis,0.17607175790132637
24,1.029913361726263,0.8654137090630726,0.0,DMT,0,Vis,0.17607175790132637
25,0.6598058377730484,0.48626606200928557,0.0,DMT,0,Vis,0.17607175790132637
26,1.134214267883157,1.1744727115849216,0.0,DMT,0,Vis,0.17607175790132637
27,0.8080812877860206,0.6159347287794767,0.0,DMT,0,Vis,0.17607175790132637
28,0.8864336798648319,0.569963167651174,0.0,DMT,0,Vis,0.17607175790132637
29,1.0134156829802137,0.837105465639231,0.0,DMT,0,Vis,0.17607175790132637
30,0.9766939778968761,0.6111624353197405,0.0,DMT,0,Vis,0.17607175790132637
31,0.8982891142425041,0.2762297648347492,0.0,DMT,0,Vis,0.17607175790132637
32,0.9932725909511966,0.5295559764017161,0.0,DMT,0,Vis,0.17607175790132637
33,1.193283582104389,1.1388856874249567,0.0,DMT,0,Vis,0.17607175790132637
34,0.6986433284350889,0.6339564423122677,0.0,DMT,0,Vis,0.17607175790132637
35,0.8689473582231219,0.7158093167878178,0.0,DMT,0,Vis,0.17607175790132637
36,1.1238495814738276,1.0862721669761086,0.0,DMT,0,Vis,0.17607175790132637
37,0.9932725909511966,0.47694986010052876,0.0,DMT,0,Vis,0.17607175790132637
38,0.9932725909511966,0.8348259372478529,0.0,DMT,0,Vis,0.17607175790132637
39,0.932599120675314,0.8759431449667535,0.0,DMT,0,Vis,0.17607175790132637
40,0.9932725909511966,0.7885823750506351,0.0,DMT,0,Vis,0.17607175790132637
41,1.193283582104389,1.346157700931366,0.0,DMT,0,Vis,0.17607175790132637
42,0.8143129451065458,0.31379558324835083,0.0,DMT,0,Vis,0.17607175790132637
43,0.8610281743222695,0.8785407661876706,0.0,DMT,0,Vis,0.17607175790132637
44,0.8864336798648319,0.43019899107571646,0.0,DMT,0,Vis,0.17607175790132637
45,0.880726973105627,0.7048015832027552,0.0,DMT,0,Vis,0.17607175790132637
46,0.844448986797504,0.865926295438793,0.0,DMT,0,Vis,0.17607175790132637
47,0.9695637285169588,1.339916628585174,0.0,DMT,0,Vis,0.17607175790132637
48,0.9458661024346521,0.6853098589118488,0.0,DMT,0,Vis,0.17607175790132637
49,0.9932725909511966,0.7949880619964519,0.0,DMT,0,Vis,0.17607175790132637
50,0.9804154606477283,0.6837600016183778,0.0,DMT,0,Vis,0.17607175790132637
51,1.455520141756144,1.3562356962158801,0.0,DMT,0,Vis,0.17607175790132637
52,1.029913361726263,0.7362131098068408,0.0,DMT,0,Vis,0.17607175790132637
53,0.8864336798648319,0.867299844067609,0.0,DMT,0,Vis,0.17607175790132637
54,0.919490493672915,0.8968217816410475,0.0,DMT,0,Vis,0.17607175790132637
55,0.844448986797504,0.6237657638489428,0.0,DMT,0,Vis,0.17607175790132637
56,0.9766939778968761,0.7616376618338961,0.0,DMT,0,Vis,0.17607175790132637
57,1.134214267883157,1.2851766033871925,0.0,DMT,0,Vis,0.17607175790132637
58,0.9186357450361893,0.7338633669393744,0.0,DMT,0,Vis,0.17607175790132637
59,1.029913361726263,1.0461357831287703,0.0,DMT,0,Vis,0.17607175790132637
60,1.1033717585784324,0.7851359741891153,0.0,DMT,0,Vis,0.17607175790132637
61,0.96397361712125,0.7593688895240487,0.0,DMT,0,Vis,0.17607175790132637
62,1.0134156829802137,0.6043648620520918,0.0,DMT,0,Vis,0.17607175790132637
63,0.96397361712125,1.232077161081024,0.0,DMT,0,Vis,0.17607175790132637
64,0.8286997873358387,0.5902834524639807,0.0,DMT,0,Vis,0.17607175790132637
65,1.1033717585784324,1.4148874576596782,0.0,DMT,0,Vis,0.17607175790132637
